"행정구역","2023년10월_계_총인구수","2023년10월_계_연령구간인구수","2023년10월_계_0~9세","2023년10월_계_10~19세","2023년10월_계_20~29세","2023년10월_계_30~39세","2023년10월_계_40~49세","2023년10월_계_50~59세","2023년10월_계_60~69세","2023년10월_계_70~79세","2023년10월_계_80~89세","2023년10월_계_90~99세","2023년10월_계_100세 이상","2023년10월_남_총인구수","2023년10월_남_연령구간인구수","2023년10월_남_0~9세","2023년10월_남_10~19세","2023년10월_남_20~29세","2023년10월_남_30~39세","2023년10월_남_40~49세","2023년10월_남_50~59세","2023년10월_남_60~69세","2023년10월_남_70~79세","2023년10월_남_80~89세","2023년10월_남_90~99세","2023년10월_남_100세 이상","2023년10월_여_총인구수","2023년10월_여_연령구간인구수","2023년10월_여_0~9세","2023년10월_여_10~19세","2023년10월_여_20~29세","2023년10월_여_30~39세","2023년10월_여_40~49세","2023년10월_여_50~59세","2023년10월_여_60~69세","2023년10월_여_70~79세","2023년10월_여_80~89세","2023년10월_여_90~99세","2023년10월_여_100세 이상"
"강원특별자치도 춘천시 근화동(5111057000)","8,465","8,465","801","645","986","1,539","1,061","1,124","1,183","616","452","55","3","4,236","4,236","406","350","484","823","546","612","615","233","146","18","3","4,229","4,229","395","295","502","716","515","512","568","383","306","37","0"
"강원특별자치도 춘천시 소양동(5111058000)","8,814","8,814","592","745","1,021","1,089","1,216","1,495","1,397","727","471","58","3","4,306","4,306","290","409","528","568","644","725","661","290","175","14","2","4,508","4,508","302","336","493","521","572","770","736","437","296","44","1"
"강원특별자치도 춘천시 후평1동(5111060000)","11,141","11,141","383","756","1,756","1,234","1,330","1,784","2,029","1,051","730","84","4","5,553","5,553","199","395","931","710","673","918","983","465","262","15","2","5,588","5,588","184","361","825","524","657","866","1,046","586","468","69","2"
"강원특별자치도 춘천시 후평2동(5111061000)","14,162","14,162","1,062","1,335","2,004","1,980","2,023","2,252","1,835","935","627","105","4","6,705","6,705","524","688","1,007","1,008","947","1,069","828","382","220","30","2","7,457","7,457","538","647","997","972","1,076","1,183","1,007","553","407","75","2"
"강원특별자치도 춘천시 후평3동(5111061100)","19,929","19,929","1,415","1,793","2,385","2,450","2,835","3,274","3,100","1,570","955","147","5","9,482","9,482","713","913","1,223","1,274","1,332","1,584","1,433","656","319","32","3","10,447","10,447","702","880","1,162","1,176","1,503","1,690","1,667","914","636","115","2"
"강원특별자치도 춘천시 효자1동(5111062000)","4,182","4,182","253","359","468","400","615","686","725","382","258","36","0","2,106","2,106","122","193","259","224","310","364","361","153","107","13","0","2,076","2,076","131","166","209","176","305","322","364","229","151","23","0"
"강원특별자치도 춘천시 효자2동(5111063000)","12,183","12,183","285","608","3,447","1,248","1,227","1,689","1,732","1,084","766","92","5","6,462","6,462","135","302","2,017","762","683","942","854","456","288","22","1","5,721","5,721","150","306","1,430","486","544","747","878","628","478","70","4"
"강원특별자치도 춘천시 효자3동(5111064000)","4,398","4,398","109","208","1,081","572","447","599","664","398","290","29","1","2,210","2,210","50","107","529","325","260","324","310","178","119","8","0","2,188","2,188","59","101","552","247","187","275","354","220","171","21","1"
"강원특별자치도 춘천시 석사동(5111065000)","33,776","33,776","1,821","3,901","4,967","3,483","5,132","6,165","4,545","2,182","1,371","206","3","16,709","16,709","945","1,983","2,686","1,833","2,461","3,057","2,223","957","508","55","1","17,067","17,067","876","1,918","2,281","1,650","2,671","3,108","2,322","1,225","863","151","2"
"강원특별자치도 춘천시 퇴계동(5111066000)","47,619","47,619","3,605","5,294","5,920","5,620","7,707","8,215","6,453","2,817","1,720","265","3","22,883","22,883","1,849","2,679","3,122","2,791","3,569","3,926","3,027","1,219","627","73","1","24,736","24,736","1,756","2,615","2,798","2,829","4,138","4,289","3,426","1,598","1,093","192","2"
"강원특별자치도 춘천시 강남동(5111067500)","25,708","25,708","2,291","2,178","2,964","3,661","3,969","4,223","3,722","1,714","853","125","8","12,506","12,506","1,165","1,162","1,523","1,786","1,932","2,008","1,736","826","334","32","2","13,202","13,202","1,126","1,016","1,441","1,875","2,037","2,215","1,986","888","519","93","6"
"강원특별자치도 춘천시 신사우동(5111070500)","25,723","25,723","2,570","2,424","2,864","3,857","3,846","3,816","3,472","1,718","997","154","5","12,858","12,858","1,340","1,271","1,602","1,963","1,919","1,921","1,660","781","360","38","3","12,865","12,865","1,230","1,153","1,262","1,894","1,927","1,895","1,812","937","637","116","2"
"강원특별자치도 원주시 (5113000000)","361,426","361,426","25,816","34,701","42,566","45,446","55,943","62,160","54,536","23,815","14,217","2,165","61","179,113","179,113","13,227","17,810","22,642","23,291","27,587","30,979","27,082","10,933","5,067","482","13","182,313","182,313","12,589","16,891","19,924","22,155","28,356","31,181","27,454","12,882","9,150","1,683","48"
"강원특별자치도 원주시 문막읍(5113025000)","17,728","17,728","889","1,496","1,840","1,736","2,601","3,435","3,068","1,546","956","155","6","9,037","9,037","467","754","1,027","932","1,364","1,814","1,553","737","356","33","0","8,691","8,691","422","742","813","804","1,237","1,621","1,515","809","600","122","6"
"강원특별자치도 원주시 소초면(5113031000)","8,265","8,265","287","392","858","685","788","1,524","2,090","928","599","109","5","4,379","4,379","155","198","555","405","441","784","1,118","469","223","31","0","3,886","3,886","132","194","303","280","347","740","972","459","376","78","5"
"강원특별자치도 원주시 호저면(5113032000)","3,500","3,500","88","114","237","202","302","620","979","486","406","65","1","1,829","1,829","43","70","155","111","172","349","520","251","144","13","1","1,671","1,671","45","44","82","91","130","271","459","235","262","52","0"
"강원특별자치도 원주시 지정면(5113033000)","29,798","29,798","4,721","3,050","2,262","6,350","5,940","3,312","2,668","925","480","87","3","14,697","14,697","2,347","1,553","1,100","3,118","3,065","1,570","1,309","461","155","19","0","15,101","15,101","2,374","1,497","1,162","3,232","2,875","1,742","1,359","464","325","68","3"
"강원특별자치도 원주시 부론면(5113035000)","2,166","2,166","24","74","135","87","115","320","670","402","293","45","1","1,112","1,112","10","37","66","54","72","192","361","206","107","6","1","1,054","1,054","14","37","69","33","43","128","309","196","186","39","0"
"강원특별자치도 원주시 귀래면(5113036000)","2,090","2,090","38","52","110","87","134","370","671","357","234","36","1","1,080","1,080","22","28","57","58","72","202","370","178","90","3","0","1,010","1,010","16","24","53","29","62","168","301","179","144","33","1"
"강원특별자치도 원주시 흥업면(5113037000)","9,554","9,554","418","693","1,535","902","1,130","1,635","1,872","793","498","75","3","5,091","5,091","219","353","925","486","606","890","1,000","411","179","21","1","4,463","4,463","199","340","610","416","524","745","872","382","319","54","2"
"강원특별자치도 원주시 판부면(5113038000)","7,193","7,193","344","590","902","879","1,060","1,378","1,225","478","280","56","1","3,829","3,829","170","311","514","498","553","766","654","248","107","8","0","3,364","3,364","174","279","388","381","507","612","571","230","173","48","1"
"강원특별자치도 원주시 신림면(5113039000)","3,608","3,608","74","109","161","172","271","656","1,142","580","388","53","2","1,870","1,870","34","61","94","101","162","349","614","300","139","15","1","1,738","1,738","40","48","67","71","109","307","528","280","249","38","1"
"강원특별자치도 원주시 중앙동(5113051500)","2,384","2,384","34","72","139","147","239","464","634","329","271","53","2","1,250","1,250","23","41","76","83","139","285","357","148","87","11","0","1,134","1,134","11","31","63","64","100","179","277","181","184","42","2"
"강원특별자치도 원주시 원인동(5113052000)","4,058","4,058","139","270","540","440","472","733","777","400","253","33","1","1,902","1,902","75","142","272","229","240","346","346","161","80","10","1","2,156","2,156","64","128","268","211","232","387","431","239","173","23","0"
"강원특별자치도 원주시 개운동(5113053000)","12,186","12,186","493","1,125","1,404","1,106","1,539","2,330","2,154","1,201","730","100","4","5,851","5,851","248","602","769","551","722","1,101","1,031","534","269","24","0","6,335","6,335","245","523","635","555","817","1,229","1,123","667","461","76","4"
"강원특별자치도 원주시 명륜1동(5113054100)","7,916","7,916","295","660","907","696","934","1,508","1,583","785","491","54","3","3,764","3,764","162","310","479","359","458","694","771","340","182","9","0","4,152","4,152","133","350","428","337","476","814","812","445","309","45","3"
"강원특별자치도 원주시 명륜2동(5113054200)","18,716","18,716","1,110","1,816","2,432","2,210","2,624","3,469","2,935","1,252","747","118","3","9,015","9,015","547","901","1,238","1,130","1,239","1,673","1,468","542","249","26","2","9,701","9,701","563","915","1,194","1,080","1,385","1,796","1,467","710","498","92","1"
"강원특별자치도 원주시 단구동(5113055000)","43,098","43,098","2,688","4,718","5,916","5,379","7,150","8,029","5,436","2,295","1,319","167","1","21,162","21,162","1,378","2,439","3,184","2,818","3,386","3,911","2,607","973","432","33","1","21,936","21,936","1,310","2,279","2,732","2,561","3,764","4,118","2,829","1,322","887","134","0"
"강원특별자치도 원주시 일산동(5113056000)","8,390","8,390","335","515","1,505","1,024","845","1,280","1,479","823","507","75","2","4,020","4,020","164","296","707","537","447","619","686","348","195","21","0","4,370","4,370","171","219","798","487","398","661","793","475","312","54","2"
"강원특별자치도 원주시 학성동(5113057500)","4,339","4,339","100","236","450","324","509","820","987","502","348","62","1","2,114","2,114","49","125","260","173","282","407","473","216","116","13","0","2,225","2,225","51","111","190","151","227","413","514","286","232","49","1"
"강원특별자치도 원주시 단계동(5113059000)","28,289","28,289","1,988","2,204","3,768","4,215","3,952","4,936","4,609","1,614","863","138","2","13,761","13,761","1,037","1,139","1,935","2,254","1,888","2,242","2,200","718","314","34","0","14,528","14,528","951","1,065","1,833","1,961","2,064","2,694","2,409","896","549","104","2"
"강원특별자치도 원주시 우산동(5113060000)","13,414","13,414","805","1,122","2,005","1,455","2,042","2,264","2,145","986","513","75","2","7,072","7,072","421","612","1,175","786","1,061","1,222","1,118","460","201","15","1","6,342","6,342","384","510","830","669","981","1,042","1,027","526","312","60","1"
"강원특별자치도 원주시 태장1동(5113061000)","12,215","12,215","881","1,153","1,434","1,495","1,810","2,152","1,842","899","489","58","2","6,129","6,129","448","603","738","787","907","1,120","926","405","183","11","1","6,086","6,086","433","550","696","708","903","1,032","916","494","306","47","1"
"강원특별자치도 원주시 태장2동(5113062000)","23,964","23,964","1,364","2,306","2,622","2,535","3,683","4,491","4,041","1,728","1,028","164","2","11,976","11,976","723","1,159","1,443","1,344","1,864","2,288","2,017","752","343","43","0","11,988","11,988","641","1,147","1,179","1,191","1,819","2,203","2,024","976","685","121","2"
"강원특별자치도 원주시 봉산동(5113063500)","7,466","7,466","202","516","727","555","800","1,393","1,651","894","635","90","3","3,670","3,670","105","307","392","321","407","712","798","391","217","20","0","3,796","3,796","97","209","335","234","393","681","853","503","418","70","3"
"강원특별자치도 원주시 행구동(5113065000)","8,719","8,719","592","919","943","864","1,294","1,667","1,421","576","383","58","2","4,292","4,292","307","458","510","430","623","811","715","269","149","19","1","4,427","4,427","285","461","433","434","671","856","706","307","234","39","1"
"강원특별자치도 원주시 무실동(5113066000)","35,309","35,309","2,905","4,506","4,355","4,494","6,526","5,867","4,216","1,584","740","112","4","17,268","17,268","1,501","2,391","2,309","2,254","3,023","2,822","1,970","719","258","20","1","18,041","18,041","1,404","2,115","2,046","2,240","3,503","3,045","2,246","865","482","92","3"
"강원특별자치도 원주시 반곡관설동(5113067500)","47,061","47,061","5,002","5,993","5,379","7,407","9,183","7,507","4,241","1,452","766","127","4","22,943","22,943","2,572","2,920","2,662","3,472","4,394","3,810","2,100","696","292","24","1","24,118","24,118","2,430","3,073","2,717","3,935","4,789","3,697","2,141","756","474","103","3"
"강원특별자치도 강릉시 (5115000000)","209,843","209,843","11,559","17,484","22,863","20,379","29,898","36,243","37,213","20,811","11,498","1,833","62","104,014","104,014","5,959","9,211","12,559","10,919","15,050","18,521","17,819","9,376","4,201","388","11","105,829","105,829","5,600","8,273","10,304","9,460","14,848","17,722","19,394","11,435","7,297","1,445","51"
"강원특별자치도 강릉시 주문진읍(5115025000)","16,038","16,038","598","871","1,193","1,164","1,885","2,722","3,660","2,412","1,315","209","9","7,830","7,830","322","494","685","633","1,009","1,399","1,730","1,062","441","52","3","8,208","8,208","276","377","508","531","876","1,323","1,930","1,350","874","157","6"
"강원특별자치도 강릉시 성산면(5115031000)","3,501","3,501","119","189","252","200","342","668","852","478","332","65","4","1,781","1,781","64","106","148","122","189","347","438","232","124","11","0","1,720","1,720","55","83","104","78","153","321","414","246","208","54","4"
"강원특별자치도 강릉시 왕산면(5115032000)","1,527","1,527","30","31","58","80","91","271","499","296","146","24","1","830","830","20","16","36","55","58","152","276","144","67","6","0","697","697","10","15","22","25","33","119","223","152","79","18","1"
"강원특별자치도 강릉시 구정면(5115033000)","4,273","4,273","203","291","301","288","485","731","1,032","512","349","78","3","2,162","2,162","107","153","179","136","258","403","530","244","135","17","0","2,111","2,111","96","138","122","152","227","328","502","268","214","61","3"
"강원특별자치도 강릉시 강동면(5115034000)","3,971","3,971","86","139","330","240","365","665","987","649","431","77","2","2,098","2,098","43","79","214","147","238","401","534","286","142","14","0","1,873","1,873","43","60","116","93","127","264","453","363","289","63","2"
