"행정구역","2023년10월_계_총인구수","2023년10월_계_연령구간인구수","2023년10월_계_0~9세","2023년10월_계_10~19세","2023년10월_계_20~29세","2023년10월_계_30~39세","2023년10월_계_40~49세","2023년10월_계_50~59세","2023년10월_계_60~69세","2023년10월_계_70~79세","2023년10월_계_80~89세","2023년10월_계_90~99세","2023년10월_계_100세 이상","2023년10월_남_총인구수","2023년10월_남_연령구간인구수","2023년10월_남_0~9세","2023년10월_남_10~19세","2023년10월_남_20~29세","2023년10월_남_30~39세","2023년10월_남_40~49세","2023년10월_남_50~59세","2023년10월_남_60~69세","2023년10월_남_70~79세","2023년10월_남_80~89세","2023년10월_남_90~99세","2023년10월_남_100세 이상","2023년10월_여_총인구수","2023년10월_여_연령구간인구수","2023년10월_여_0~9세","2023년10월_여_10~19세","2023년10월_여_20~29세","2023년10월_여_30~39세","2023년10월_여_40~49세","2023년10월_여_50~59세","2023년10월_여_60~69세","2023년10월_여_70~79세","2023년10월_여_80~89세","2023년10월_여_90~99세","2023년10월_여_100세 이상"
"경기도 광주시 초월읍(4161025300)","50,520","50,520","3,585","5,050","5,663","6,747","8,415","9,138","7,141","3,158","1,441","175","7","26,171","26,171","1,892","2,544","3,001","3,542","4,454","4,842","3,752","1,562","539","40","3","24,349","24,349","1,693","2,506","2,662","3,205","3,961","4,296","3,389","1,596","902","135","4"
"경기도 광주시 곤지암읍(4161025900)","22,245","22,245","1,099","1,603","2,446","2,464","3,229","4,447","4,084","1,814","914","140","5","11,952","11,952","583","871","1,350","1,395","1,773","2,454","2,208","918","367","33","0","10,293","10,293","516","732","1,096","1,069","1,456","1,993","1,876","896","547","107","5"
"경기도 광주시 도척면(4161033000)","9,348","9,348","326","591","905","900","1,232","1,889","2,004","932","484","81","4","5,137","5,137","165","302","528","545","734","1,053","1,105","494","192","17","2","4,211","4,211","161","289","377","355","498","836","899","438","292","64","2"
"경기도 광주시 퇴촌면(4161034000)","15,757","15,757","814","1,298","1,148","1,248","2,418","2,749","3,242","1,916","800","119","5","8,012","8,012","405","685","635","674","1,267","1,477","1,551","952","338","27","1","7,745","7,745","409","613","513","574","1,151","1,272","1,691","964","462","92","4"
"경기도 광주시 남종면(4161035000)","1,434","1,434","16","51","83","82","127","256","420","228","145","25","1","767","767","9","30","50","46","72","147","226","117","64","6","0","667","667","7","21","33","36","55","109","194","111","81","19","1"
"경기도 광주시 남한산성면(4161037000)","2,328","2,328","103","153","157","183","272","388","535","319","178","37","3","1,213","1,213","52","86","81","101","144","215","290","161","74","8","1","1,115","1,115","51","67","76","82","128","173","245","158","104","29","2"
"경기도 광주시 경안동(4161051000)","29,055","29,055","2,644","2,571","3,453","4,493","4,851","4,600","3,779","1,795","775","91","3","14,899","14,899","1,381","1,340","1,820","2,337","2,531","2,450","1,924","828","273","15","0","14,156","14,156","1,263","1,231","1,633","2,156","2,320","2,150","1,855","967","502","76","3"
"경기도 광주시 송정동(4161052000)","21,265","21,265","1,196","1,893","2,449","2,527","3,416","4,044","3,476","1,559","632","72","1","10,787","10,787","612","902","1,285","1,366","1,810","2,070","1,714","754","257","17","0","10,478","10,478","584","991","1,164","1,161","1,606","1,974","1,762","805","375","55","1"
"경기도 광주시 쌍령동(4161054000)","17,888","17,888","1,584","1,590","2,079","2,452","3,124","3,112","2,511","1,007","382","44","3","8,937","8,937","845","762","1,105","1,239","1,605","1,483","1,230","489","167","12","0","8,951","8,951","739","828","974","1,213","1,519","1,629","1,281","518","215","32","3"
"경기도 광주시 탄벌동(4161055000)","40,837","40,837","2,515","3,823","4,730","4,847","6,869","7,906","6,567","2,530","950","95","5","20,711","20,711","1,250","1,918","2,553","2,664","3,484","3,937","3,267","1,241","373","22","2","20,126","20,126","1,265","1,905","2,177","2,183","3,385","3,969","3,300","1,289","577","73","3"
"경기도 광주시 광남1동(4161056000)","32,682","32,682","2,222","2,386","3,754","4,610","5,396","5,907","5,217","2,229","852","105","4","16,739","16,739","1,135","1,255","1,966","2,438","2,915","2,969","2,589","1,080","370","21","1","15,943","15,943","1,087","1,131","1,788","2,172","2,481","2,938","2,628","1,149","482","84","3"
"경기도 광주시 광남2동(4161057000)","33,608","33,608","4,269","4,545","2,801","4,704","7,624","4,565","3,105","1,424","504","61","6","16,641","16,641","2,152","2,320","1,484","2,176","3,839","2,318","1,435","683","223","11","0","16,967","16,967","2,117","2,225","1,317","2,528","3,785","2,247","1,670","741","281","50","6"
"경기도 광주시 오포1동(4161058000)","21,423","21,423","2,085","1,717","1,917","3,074","3,961","3,498","3,099","1,411","577","80","4","11,008","11,008","1,074","892","1,014","1,575","2,156","1,804","1,556","678","236","22","1","10,415","10,415","1,011","825","903","1,499","1,805","1,694","1,543","733","341","58","3"
"경기도 광주시 오포2동(4161059000)","33,621","33,621","2,745","3,852","3,756","4,086","6,296","5,888","4,066","1,952","873","101","6","17,091","17,091","1,413","1,967","1,972","2,055","3,294","3,048","2,088","890","334","27","3","16,530","16,530","1,332","1,885","1,784","2,031","3,002","2,840","1,978","1,062","539","74","3"
"경기도 광주시 신현동(4161060000)","36,548","36,548","3,024","2,389","4,061","6,652","6,983","5,672","4,811","2,025","800","125","6","18,180","18,180","1,493","1,244","2,114","3,492","3,700","2,621","2,202","968","325","20","1","18,368","18,368","1,531","1,145","1,947","3,160","3,283","3,051","2,609","1,057","475","105","5"
"경기도 광주시 능평동(4161061000)","23,201","23,201","1,939","1,696","2,385","3,633","4,374","3,605","3,321","1,529","614","102","3","11,576","11,576","994","871","1,268","1,906","2,304","1,743","1,507","740","225","18","0","11,625","11,625","945","825","1,117","1,727","2,070","1,862","1,814","789","389","84","3"
"경기도 양주시 (4163000000)","265,155","265,155","21,420","26,688","29,431","33,543","43,699","44,629","36,506","18,496","9,346","1,344","53","133,939","133,939","10,914","13,538","15,678","17,297","22,419","23,141","18,384","8,666","3,580","306","16","131,216","131,216","10,506","13,150","13,753","16,246","21,280","21,488","18,122","9,830","5,766","1,038","37"
"경기도 양주시 백석읍(4163025000)","25,288","25,288","976","2,251","2,773","2,104","3,284","5,062","4,901","2,387","1,340","207","3","12,781","12,781","469","1,163","1,544","1,123","1,673","2,607","2,511","1,140","515","36","0","12,507","12,507","507","1,088","1,229","981","1,611","2,455","2,390","1,247","825","171","3"
"경기도 양주시 은현면(4163031000)","5,450","5,450","110","243","532","434","535","1,070","1,419","667","377","63","0","3,118","3,118","54","141","325","291","324","661","806","369","136","11","0","2,332","2,332","56","102","207","143","211","409","613","298","241","52","0"
"경기도 양주시 남면(4163032000)","6,519","6,519","273","325","684","704","681","1,124","1,512","729","396","88","3","3,682","3,682","137","151","462","432","426","676","859","372","146","20","1","2,837","2,837","136","174","222","272","255","448","653","357","250","68","2"
"경기도 양주시 광적면(4163033000)","11,188","11,188","430","764","1,045","1,012","1,377","2,332","2,455","1,097","588","84","4","6,093","6,093","226","411","614","590","780","1,326","1,337","544","244","21","0","5,095","5,095","204","353","431","422","597","1,006","1,118","553","344","63","4"
"경기도 양주시 장흥면(4163034000)","11,744","11,744","489","467","1,119","1,186","1,278","2,014","2,656","1,492","858","176","9","5,996","5,996","273","252","663","657","719","1,018","1,310","730","332","38","4","5,748","5,748","216","215","456","529","559","996","1,346","762","526","138","5"
"경기도 양주시 양주1동(4163051000)","4,801","4,801","142","258","410","419","464","858","1,166","634","384","65","1","2,507","2,507","70","141","225","237","265","463","647","306","139","14","0","2,294","2,294","72","117","185","182","199","395","519","328","245","51","1"
"경기도 양주시 양주2동(4163052000)","50,697","50,697","3,647","6,652","5,806","4,753","9,353","8,738","6,047","3,748","1,721","221","11","24,803","24,803","1,865","3,354","2,926","2,416","4,568","4,488","2,777","1,672","678","57","2","25,894","25,894","1,782","3,298","2,880","2,337","4,785","4,250","3,270","2,076","1,043","164","9"
"경기도 양주시 회천1동(4163053000)","9,121","9,121","548","639","1,296","1,091","1,198","1,635","1,524","748","396","42","4","4,821","4,821","285","340","744","614","627","869","820","351","163","7","1","4,300","4,300","263","299","552","477","571","766","704","397","233","35","3"
"경기도 양주시 회천2동(4163054000)","34,352","34,352","2,498","2,940","4,107","4,838","5,071","6,200","5,148","2,296","1,137","111","6","17,281","17,281","1,300","1,506","2,108","2,542","2,614","3,132","2,596","1,025","430","26","2","17,071","17,071","1,198","1,434","1,999","2,296","2,457","3,068","2,552","1,271","707","85","4"
"경기도 양주시 회천3동(4163055000)","25,505","25,505","1,595","2,865","3,618","2,696","3,959","4,928","3,006","1,677","1,023","131","7","12,657","12,657","834","1,475","1,895","1,409","1,914","2,537","1,480","679","390","40","4","12,848","12,848","761","1,390","1,723","1,287","2,045","2,391","1,526","998","633","91","3"
"경기도 양주시 옥정1동(4163057000)","28,755","28,755","3,253","2,849","3,053","5,024","5,441","4,007","2,960","1,493","593","79","3","14,623","14,623","1,633","1,426","1,637","2,560","2,864","2,057","1,447","761","221","15","2","14,132","14,132","1,620","1,423","1,416","2,464","2,577","1,950","1,513","732","372","64","1"
"경기도 양주시 옥정2동(4163058000)","51,735","51,735","7,459","6,435","4,988","9,282","11,058","6,661","3,712","1,528","533","77","2","25,577","25,577","3,768","3,178","2,535","4,426","5,645","3,307","1,794","717","186","21","0","26,158","26,158","3,691","3,257","2,453","4,856","5,413","3,354","1,918","811","347","56","2"
"경기도 포천시 (4165000000)","143,690","143,690","6,695","10,613","16,171","13,813","17,549","27,902","29,192","13,046","7,533","1,134","42","76,050","76,050","3,481","5,574","9,212","7,827","9,471","15,200","15,925","6,355","2,721","270","14","67,640","67,640","3,214","5,039","6,959","5,986","8,078","12,702","13,267","6,691","4,812","864","28"
"경기도 포천시 소흘읍(4165025000)","43,431","43,431","2,260","4,358","5,511","4,085","6,173","8,978","7,456","2,855","1,486","256","13","22,129","22,129","1,173","2,273","2,936","2,098","3,072","4,669","3,943","1,378","538","47","2","21,302","21,302","1,087","2,085","2,575","1,987","3,101","4,309","3,513","1,477","948","209","11"
"경기도 포천시 군내면(4165031000)","8,399","8,399","475","510","820","1,018","1,002","1,542","1,736","784","433","78","1","4,527","4,527","255","248","475","590","546","849","977","408","162","17","0","3,872","3,872","220","262","345","428","456","693","759","376","271","61","1"
"경기도 포천시 내촌면(4165032000)","4,359","4,359","78","133","368","323","404","980","1,212","507","312","40","2","2,559","2,559","46","70","245","211","270","589","730","258","129","10","1","1,800","1,800","32","63","123","112","134","391","482","249","183","30","1"
"경기도 포천시 가산면(4165033000)","7,253","7,253","153","337","608","565","720","1,668","1,919","750","458","74","1","4,288","4,288","72","175","386","331","476","1,048","1,187","406","186","20","1","2,965","2,965","81","162","222","234","244","620","732","344","272","54","0"
"경기도 포천시 신북면(4165034000)","11,828","11,828","495","781","1,200","1,115","1,379","2,320","2,698","1,136","607","94","3","6,532","6,532","265","445","694","685","779","1,329","1,511","581","222","21","0","5,296","5,296","230","336","506","430","600","991","1,187","555","385","73","3"
"경기도 포천시 창수면(4165035000)","2,075","2,075","36","61","171","91","151","371","608","328","233","25","0","1,155","1,155","20","37","121","58","88","235","339","167","81","9","0","920","920","16","24","50","33","63","136","269","161","152","16","0"
"경기도 포천시 영중면(4165036000)","4,692","4,692","132","209","348","288","415","866","1,273","667","445","48","1","2,507","2,507","74","106","192","158","247","512","710","319","171","17","1","2,185","2,185","58","103","156","130","168","354","563","348","274","31","0"
"경기도 포천시 일동면(4165037000)","9,151","9,151","374","643","880","769","1,078","1,461","2,029","1,140","654","121","2","4,811","4,811","192","361","532","467","615","805","1,052","540","220","27","0","4,340","4,340","182","282","348","302","463","656","977","600","434","94","2"
"경기도 포천시 이동면(4165038000)","5,785","5,785","391","285","701","839","548","733","1,170","681","389","47","1","3,154","3,154","189","140","468","527","328","396","616","326","150","14","0","2,631","2,631","202","145","233","312","220","337","554","355","239","33","1"
"경기도 포천시 영북면(4165039000)","7,785","7,785","493","394","875","863","785","1,101","1,606","915","653","96","4","4,203","4,203","256","202","613","534","460","633","832","413","226","32","2","3,582","3,582","237","192","262","329","325","468","774","502","427","64","2"
"경기도 포천시 관인면(4165040000)","2,567","2,567","29","99","175","116","187","453","718","475","281","30","4","1,326","1,326","13","43","107","78","116","244","383","235","100","5","2","1,241","1,241","16","56","68","38","71","209","335","240","181","25","2"
"경기도 포천시 화현면(4165041000)","2,581","2,581","171","131","225","313","259","374","579","297","203","28","1","1,373","1,373","87","59","125","177","153","208","328","160","72","4","0","1,208","1,208","84","72","100","136","106","166","251","137","131","24","1"
"경기도 포천시 포천동(4165051000)","19,295","19,295","1,035","1,677","2,469","2,071","2,471","3,830","3,368","1,463","801","105","5","9,693","9,693","547","881","1,305","1,150","1,216","1,907","1,747","654","262","21","3","9,602","9,602","488","796","1,164","921","1,255","1,923","1,621","809","539","84","2"
"경기도 포천시 선단동(4165052000)","14,489","14,489","573","995","1,820","1,357","1,977","3,225","2,820","1,048","578","92","4","7,793","7,793","292","534","1,013","763","1,105","1,776","1,570","510","202","26","2","6,696","6,696","281","461","807","594","872","1,449","1,250","538","376","66","2"
"경기도 여주시 (4167000000)","114,344","114,344","6,277","9,395","11,296","11,269","15,533","20,267","21,681","11,384","6,225","982","35","58,136","58,136","3,215","4,915","6,135","6,036","7,949","10,597","11,083","5,590","2,385","226","5","56,208","56,208","3,062","4,480","5,161","5,233","7,584","9,670","10,598","5,794","3,840","756","30"
"경기도 여주시 가남읍(4167025000)","14,448","14,448","693","1,101","1,406","1,463","1,987","2,632","2,788","1,464","801","112","1","7,522","7,522","354","567","795","832","1,060","1,416","1,427","724","316","31","0","6,926","6,926","339","534","611","631","927","1,216","1,361","740","485","81","1"
"경기도 여주시 점동면(4167031000)","4,779","4,779","176","257","356","300","402","862","1,179","739","425","78","5","2,460","2,460","108","138","209","183","205","461","605","384","149","17","1","2,319","2,319","68","119","147","117","197","401","574","355","276","61","4"
"경기도 여주시 흥천면(4167032000)","5,032","5,032","132","256","341","319","468","864","1,352","797","426","74","3","2,678","2,678","76","146","204","187","274","469","718","419","167","18","0","2,354","2,354","56","110","137","132","194","395","634","378","259","56","3"
"경기도 여주시 금사면(4167033000)","2,922","2,922","68","125","154","182","239","507","851","477","267","50","2","1,495","1,495","29","59","83","102","132","277","453","237","111","11","1","1,427","1,427","39","66","71","80","107","230","398","240","156","39","1"
"경기도 여주시 세종대왕면(4167034500)","5,926","5,926","193","352","426","424","614","962","1,485","852","521","97","0","3,070","3,070","103","164","256","227","347","544","785","432","197","15","0","2,856","2,856","90","188","170","197","267","418","700","420","324","82","0"
"경기도 여주시 대신면(4167035000)","6,681","6,681","148","352","487","404","528","1,130","1,785","1,033","698","108","8","3,467","3,467","73","196","289","231","290","629","941","507","282","27","2","3,214","3,214","75","156","198","173","238","501","844","526","416","81","6"
"경기도 여주시 북내면(4167036000)","4,726","4,726","105","297","362","263","468","922","1,170","621","446","69","3","2,473","2,473","61","177","209","148","250","525","619","300","164","19","1","2,253","2,253","44","120","153","115","218","397","551","321","282","50","2"
"경기도 여주시 강천면(4167037000)","4,279","4,279","94","243","293","270","412","889","1,063","623","329","61","2","2,219","2,219","46","137","166","142","233","472","554","317","137","15","0","2,060","2,060","48","106","127","128","179","417","509","306","192","46","2"
"경기도 여주시 산북면(4167038000)","2,583","2,583","83","256","173","170","233","394","639","377","222","35","1","1,318","1,318","35","124","92","105","123","209","337","190","92","11","0","1,265","1,265","48","132","81","65","110","185","302","187","130","24","1"
"경기도 여주시 여흥동(4167051000)","20,905","20,905","1,014","1,751","2,574","2,123","3,093","3,864","3,697","1,768","893","123","5","10,500","10,500","520","906","1,367","1,149","1,541","1,960","1,840","856","331","30","0","10,405","10,405","494","845","1,207","974","1,552","1,904","1,857","912","562","93","5"
"경기도 여주시 중앙동(4167052000)","24,050","24,050","2,032","2,537","2,852","3,131","3,923","4,087","3,182","1,532","675","98","1","12,015","12,015","1,037","1,339","1,495","1,609","1,947","2,065","1,540","707","259","17","0","12,035","12,035","995","1,198","1,357","1,522","1,976","2,022","1,642","825","416","81","1"
"경기도 여주시 오학동(4167053000)","18,013","18,013","1,539","1,868","1,872","2,220","3,166","3,154","2,490","1,101","522","77","4","8,919","8,919","773","962","970","1,121","1,547","1,570","1,264","517","180","15","0","9,094","9,094","766","906","902","1,099","1,619","1,584","1,226","584","342","62","4"
"경기도 연천군 (4180000000)","41,639","41,639","2,086","2,833","4,559","3,945","4,383","6,580","8,633","4,928","3,237","442","13","21,826","21,826","1,067","1,482","2,893","2,327","2,354","3,565","4,517","2,338","1,151","128","4","19,813","19,813","1,019","1,351","1,666","1,618","2,029","3,015","4,116","2,590","2,086","314","9"
"경기도 연천군 연천읍(4180025000)","7,836","7,836","628","431","1,028","1,073","771","1,093","1,289","843","597","79","4","4,180","4,180","315","238","689","640","417","612","682","369","196","21","1","3,656","3,656","313","193","339","433","354","481","607","474","401","58","3"
"경기도 연천군 전곡읍(4180025300)","18,057","18,057","1,122","1,740","2,030","1,949","2,379","2,942","3,180","1,594","956","158","7","9,235","9,235","580","902","1,151","1,108","1,195","1,530","1,627","765","322","52","3","8,822","8,822","542","838","879","841","1,184","1,412","1,553","829","634","106","4"
"경기도 연천군 군남면(4180031000)","2,987","2,987","57","135","283","159","240","485","779","470","340","38","1","1,583","1,583","27","67","199","100","134","275","425","225","118","13","0","1,404","1,404","30","68","84","59","106","210","354","245","222","25","1"
"경기도 연천군 청산면(4180032000)","4,196","4,196","115","169","564","266","382","683","1,066","547","356","47","1","2,266","2,266","55","88","410","173","230","375","550","250","121","14","0","1,930","1,930","60","81","154","93","152","308","516","297","235","33","1"
"경기도 연천군 백학면(4180033000)","2,504","2,504","56","129","175","152","201","445","659","370","291","26","0","1,339","1,339","27","70","118","95","113","256","352","177","123","8","0","1,165","1,165","29","59","57","57","88","189","307","193","168","18","0"
"경기도 연천군 미산면(4180034000)","1,690","1,690","34","65","105","114","104","290","521","274","157","26","0","926","926","21","36","63","69","73","162","288","146","63","5","0","764","764","13","29","42","45","31","128","233","128","94","21","0"
"경기도 연천군 왕징면(4180035000)","995","995","16","42","59","60","73","132","244","217","135","17","0","539","539","9","27","40","39","50","71","127","109","63","4","0","456","456","7","15","19","21","23","61","117","108","72","13","0"
"경기도 연천군 신서면(4180036000)","2,492","2,492","41","84","241","117","181","362","655","463","308","40","0","1,293","1,293","20","39","169","71","113","210","337","220","105","9","0","1,199","1,199","21","45","72","46","68","152","318","243","203","31","0"
"경기도 연천군 중면(4180037000)","165","165","3","9","23","17","10","20","45","22","14","2","0","96","96","1","6","19","10","4","10","27","14","5","0","0","69","69","2","3","4","7","6","10","18","8","9","2","0"
"경기도 연천군 장남면(4180038000)","717","717","14","29","51","38","42","128","195","128","83","9","0","369","369","12","9","35","22","25","64","102","63","35","2","0","348","348","2","20","16","16","17","64","93","65","48","7","0"
"경기도 가평군 (4182000000)","62,125","62,125","2,789","4,369","5,685","5,415","7,438","10,767","13,593","7,357","4,095","596","21","32,036","32,036","1,414","2,222","3,294","2,981","3,956","5,739","7,034","3,605","1,618","167","6","30,089","30,089","1,375","2,147","2,391","2,434","3,482","5,028","6,559","3,752","2,477","429","15"
"경기도 가평군 가평읍(4182025000)","20,261","20,261","1,064","1,709","2,095","1,980","2,700","3,480","3,769","2,026","1,256","174","8","10,291","10,291","564","888","1,183","1,034","1,411","1,846","1,881","969","471","42","2","9,970","9,970","500","821","912","946","1,289","1,634","1,888","1,057","785","132","6"
"경기도 가평군 설악면(4182031000)","9,629","9,629","436","734","846","768","1,039","1,571","2,307","1,172","638","116","2","4,962","4,962","211","343","469","439","535","841","1,212","607","271","33","1","4,667","4,667","225","391","377","329","504","730","1,095","565","367","83","1"
"경기도 가평군 청평면(4182032500)","13,600","13,600","489","853","1,174","1,014","1,706","2,548","2,961","1,783","937","130","5","6,945","6,945","242","424","678","556","914","1,363","1,523","830","371","42","2","6,655","6,655","247","429","496","458","792","1,185","1,438","953","566","88","3"
"경기도 가평군 상면(4182033000)","5,516","5,516","124","209","424","370","499","1,034","1,547","833","414","61","1","2,913","2,913","59","121","290","215","271","539","816","413","168","21","0","2,603","2,603","65","88","134","155","228","495","731","420","246","40","1"
"경기도 가평군 조종면(4182034500)","9,380","9,380","573","688","936","1,063","1,156","1,494","1,955","950","501","61","3","4,972","4,972","288","362","548","613","626","778","1,053","488","198","17","1","4,408","4,408","285","326","388","450","530","716","902","462","303","44","2"
"경기도 가평군 북면(4182035000)","3,739","3,739","103","176","210","220","338","640","1,054","593","349","54","2","1,953","1,953","50","84","126","124","199","372","549","298","139","12","0","1,786","1,786","53","92","84","96","139","268","505","295","210","42","2"
"경기도 양평군 (4183000000)","124,822","124,822","6,436","10,291","9,920","10,447","16,027","21,282","26,762","14,884","7,547","1,193","33","62,764","62,764","3,326","5,450","5,498","5,444","8,019","10,842","13,430","7,423","3,051","277","4","62,058","62,058","3,110","4,841","4,422","5,003","8,008","10,440","13,332","7,461","4,496","916","29"
"경기도 양평군 양평읍(4183025000)","34,616","34,616","2,256","3,496","3,663","3,624","5,207","6,027","5,722","2,921","1,468","228","4","17,269","17,269","1,138","1,790","1,978","1,876","2,493","3,080","2,866","1,431","560","57","0","17,347","17,347","1,118","1,706","1,685","1,748","2,714","2,947","2,856","1,490","908","171","4"
"경기도 양평군 강상면(4183031000)","10,127","10,127","741","924","710","939","1,572","1,573","1,975","1,122","493","77","1","5,056","5,056","375","493","373","476","777","788","966","577","212","19","0","5,071","5,071","366","431","337","463","795","785","1,009","545","281","58","1"
"경기도 양평군 강하면(4183032000)","4,892","4,892","162","208","322","326","468","832","1,424","779","318","51","2","2,459","2,459","96","113","178","173","240","404","696","409","140","9","1","2,433","2,433","66","95","144","153","228","428","728","370","178","42","1"
"경기도 양평군 양서면(4183033000)","14,108","14,108","641","1,150","1,148","1,132","1,662","2,517","3,106","1,784","842","121","5","7,080","7,080","340","666","637","573","830","1,226","1,520","883","366","38","1","7,028","7,028","301","484","511","559","832","1,291","1,586","901","476","83","4"
"경기도 양평군 옥천면(4183034000)","8,161","8,161","385","599","614","690","1,016","1,422","1,873","992","493","75","2","4,154","4,154","197","310","371","383","525","730","938","487","195","18","0","4,007","4,007","188","289","243","307","491","692","935","505","298","57","2"
"경기도 양평군 서종면(4183035000)","10,050","10,050","517","889","580","748","1,460","1,792","2,280","1,225","480","79","0","5,016","5,016","264","467","331","365","695","933","1,113","624","206","18","0","5,034","5,034","253","422","249","383","765","859","1,167","601","274","61","0"
"경기도 양평군 단월면(4183036000)","3,911","3,911","95","222","212","240","372","664","1,074","623","358","50","1","2,009","2,009","50","117","127","139","202","342","566","321","138","7","0","1,902","1,902","45","105","85","101","170","322","508","302","220","43","1"
"경기도 양평군 청운면(4183037000)","3,811","3,811","87","148","194","194","330","629","1,088","660","414","65","2","1,965","1,965","52","84","116","111","187","350","551","341","158","15","0","1,846","1,846","35","64","78","83","143","279","537","319","256","50","2"
"경기도 양평군 양동면(4183038000)","4,599","4,599","112","202","248","262","364","793","1,327","759","445","83","4","2,326","2,326","70","99","149","145","207","403","680","384","176","12","1","2,273","2,273","42","103","99","117","157","390","647","375","269","71","3"
"경기도 양평군 지평면(4183039500)","6,856","6,856","196","348","400","365","606","1,145","1,927","1,104","635","125","5","3,493","3,493","106","215","208","196","332","587","1,013","559","243","33","1","3,363","3,363","90","133","192","169","274","558","914","545","392","92","4"
"경기도 양평군 용문면(4183040000)","18,543","18,543","1,063","1,805","1,499","1,609","2,405","3,003","3,651","2,132","1,187","184","5","9,324","9,324","551","943","838","844","1,223","1,525","1,843","1,030","486","41","0","9,219","9,219","512","862","661","765","1,182","1,478","1,808","1,102","701","143","5"
"경기도 양평군 개군면(4183041000)","5,148","5,148","181","300","330","318","565","885","1,315","783","414","55","2","2,613","2,613","87","153","192","163","308","474","678","377","171","10","0","2,535","2,535","94","147","138","155","257","411","637","406","243","45","2"
"강원특별자치도  (5100000000)","1,529,500","1,529,500","91,797","129,596","164,471","158,670","210,385","261,255","275,286","141,293","83,867","12,476","404","769,433","769,433","46,994","67,263","92,194","84,665","107,059","134,862","138,003","65,160","30,420","2,712","101","760,067","760,067","44,803","62,333","72,277","74,005","103,326","126,393","137,283","76,133","53,447","9,764","303"
"동해출장소  (5110500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"강원특별자치도 춘천시 (5111000000)","286,645","286,645","19,074","26,096","37,141","34,274","40,992","46,687","44,381","21,913","13,895","2,122","70","141,540","141,540","9,756","13,505","19,849","17,839","20,150","23,465","21,576","9,793","5,063","515","29","145,105","145,105","9,318","12,591","17,292","16,435","20,842","23,222","22,805","12,120","8,832","1,607","41"
"강원특별자치도 춘천시 신북읍(5111025000)","7,254","7,254","234","372","605","607","781","1,242","1,676","907","706","119","5","3,636","3,636","105","191","361","343","417","650","871","408","251","38","1","3,618","3,618","129","181","244","264","364","592","805","499","455","81","4"
"강원특별자치도 춘천시 동면(5111031000)","19,302","19,302","1,577","2,572","1,907","1,927","3,432","3,116","2,886","1,134","613","135","3","9,548","9,548","828","1,345","1,020","922","1,663","1,614","1,408","524","200","23","1","9,754","9,754","749","1,227","887","1,005","1,769","1,502","1,478","610","413","112","2"
"강원특별자치도 춘천시 동산면(5111032000)","1,414","1,414","24","46","88","80","108","202","445","220","178","22","1","761","761","9","25","51","56","65","119","255","110","68","3","0","653","653","15","21","37","24","43","83","190","110","110","19","1"
"강원특별자치도 춘천시 신동면(5111033000)","2,572","2,572","82","149","184","172","265","452","675","300","256","36","1","1,331","1,331","44","75","112","94","148","255","340","162","92","9","0","1,241","1,241","38","74","72","78","117","197","335","138","164","27","1"
"강원특별자치도 춘천시 남면(5111034000)","1,075","1,075","14","30","39","49","81","188","317","193","132","31","1","584","584","9","24","21","30","44","120","163","107","57","8","1","491","491","5","6","18","19","37","68","154","86","75","23","0"
"강원특별자치도 춘천시 서면(5111035000)","3,676","3,676","75","130","200","205","273","623","1,068","599","413","86","4","1,886","1,886","33","84","111","114","155","341","572","305","153","17","1","1,790","1,790","42","46","89","91","118","282","496","294","260","69","3"
"강원특별자치도 춘천시 사북면(5111036000)","2,429","2,429","46","119","150","113","169","386","748","380","271","44","3","1,208","1,208","22","63","94","61","82","192","390","204","92","6","2","1,221","1,221","24","56","56","52","87","194","358","176","179","38","1"
"강원특별자치도 춘천시 북산면(5111038000)","951","951","11","15","28","30","53","164","321","196","119","14","0","536","536","7","9","16","24","34","97","192","103","52","2","0","415","415","4","6","12","6","19","67","129","93","67","12","0"
"강원특별자치도 춘천시 동내면(5111039000)","16,845","16,845","1,061","1,616","1,932","2,094","2,646","2,821","2,648","1,182","718","124","3","8,437","8,437","558","809","1,003","1,129","1,306","1,446","1,339","544","270","31","2","8,408","8,408","503","807","929","965","1,340","1,375","1,309","638","448","93","1"
"강원특별자치도 춘천시 남산면(5111040000)","3,344","3,344","70","116","188","206","319","584","964","529","314","52","2","1,743","1,743","41","66","101","120","189","324","508","262","121","11","0","1,601","1,601","29","50","87","86","130","260","456","267","193","41","2"
"강원특별자치도 춘천시 교동(5111052000)","3,695","3,695","95","152","1,083","416","330","463","545","368","213","30","0","1,928","1,928","53","87","598","242","172","258","262","170","76","10","0","1,767","1,767","42","65","485","174","158","205","283","198","137","20","0"
"강원특별자치도 춘천시 조운동(5111053000)","2,554","2,554","62","114","319","267","309","393","528","301","224","37","0","1,267","1,267","36","58","169","144","173","218","260","133","73","3","0","1,287","1,287","26","56","150","123","136","175","268","168","151","34","0"
"강원특별자치도 춘천시 약사명동(5111054500)","5,434","5,434","536","419","555","975","818","731","703","410","248","36","3","2,659","2,659","273","217","281","493","426","381","325","165","93","4","1","2,775","2,775","263","202","274","482","392","350","378","245","155","32","2"
